array_id,superIterationCount,numberOfCells,worldSize,gridSize,wbK,kappa,homotypicInhibition,heterotypicInhibition,polarityPersistence,polarityTurningCoupling,flowScaling,flowPolarityCoupling,
742,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.5,2.25,1.1,
743,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.5,2.25,2.0,
744,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.5,4.0,0.2,
745,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.5,4.0,1.1,
746,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.5,4.0,2.0,
747,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,0.5,0.2,
748,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,0.5,1.1,
749,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,0.5,2.0,
750,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,2.25,0.2,
751,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,2.25,1.1,
752,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,2.25,2.0,
753,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,4.0,0.2,
754,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,4.0,1.1,
755,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.2,0.9,4.0,2.0,
756,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,0.5,0.2,
757,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,0.5,1.1,
758,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,0.5,2.0,
759,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,2.25,0.2,
760,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,2.25,1.1,
761,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,2.25,2.0,
762,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,4.0,0.2,
763,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,4.0,1.1,
764,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.1,4.0,2.0,
765,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,0.5,0.2,
766,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,0.5,1.1,
767,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,0.5,2.0,
768,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,2.25,0.2,
769,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,2.25,1.1,
770,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,2.25,2.0,
771,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,4.0,0.2,
772,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,4.0,1.1,
773,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.5,4.0,2.0,
774,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,0.5,0.2,
775,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,0.5,1.1,
776,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,0.5,2.0,
777,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,2.25,0.2,
778,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,2.25,1.1,
779,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,2.25,2.0,
780,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,4.0,0.2,
781,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,4.0,1.1,
782,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.575,0.9,4.0,2.0,
783,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,0.5,0.2,
784,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,0.5,1.1,
785,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,0.5,2.0,
786,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,2.25,0.2,
787,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,2.25,1.1,
788,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,2.25,2.0,
789,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,4.0,0.2,
790,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,4.0,1.1,
791,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.1,4.0,2.0,
792,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,0.5,0.2,
793,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,0.5,1.1,
794,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,0.5,2.0,
795,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,2.25,0.2,
796,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,2.25,1.1,
797,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,2.25,2.0,
798,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,4.0,0.2,
799,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,4.0,1.1,
800,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.5,4.0,2.0,
801,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,0.5,0.2,
802,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,0.5,1.1,
803,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,0.5,2.0,
804,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,2.25,0.2,
805,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,2.25,1.1,
806,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,2.25,2.0,
807,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,4.0,0.2,
808,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,4.0,1.1,
809,10.0,150.0,1024.0,32.0,0.5,4.0,0.4,0.9,0.95,0.9,4.0,2.0,
810,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,0.5,0.2,
811,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,0.5,1.1,
812,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,0.5,2.0,
813,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,2.25,0.2,
814,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,2.25,1.1,
815,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,2.25,2.0,
816,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,4.0,0.2,
817,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,4.0,1.1,
818,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.1,4.0,2.0,
819,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,0.5,0.2,
820,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,0.5,1.1,
821,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,0.5,2.0,
822,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,2.25,0.2,
823,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,2.25,1.1,
824,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,2.25,2.0,
825,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,4.0,0.2,
826,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,4.0,1.1,
827,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.5,4.0,2.0,
828,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,0.5,0.2,
829,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,0.5,1.1,
830,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,0.5,2.0,
831,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,2.25,0.2,
832,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,2.25,1.1,
833,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,2.25,2.0,
834,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,4.0,0.2,
835,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,4.0,1.1,
836,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.2,0.9,4.0,2.0,
837,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,0.5,0.2,
838,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,0.5,1.1,
839,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,0.5,2.0,
840,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,2.25,0.2,
841,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,2.25,1.1,
842,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,2.25,2.0,
843,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,4.0,0.2,
844,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,4.0,1.1,
845,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.1,4.0,2.0,
846,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,0.5,0.2,
847,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,0.5,1.1,
848,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,0.5,2.0,
849,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,2.25,0.2,
850,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,2.25,1.1,
851,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,2.25,2.0,
852,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,4.0,0.2,
853,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,4.0,1.1,
854,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.5,4.0,2.0,
855,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,0.5,0.2,
856,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,0.5,1.1,
857,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,0.5,2.0,
858,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,2.25,0.2,
859,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,2.25,1.1,
860,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,2.25,2.0,
861,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,4.0,0.2,
862,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,4.0,1.1,
863,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.575,0.9,4.0,2.0,
864,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,0.5,0.2,
865,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,0.5,1.1,
866,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,0.5,2.0,
867,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,2.25,0.2,
868,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,2.25,1.1,
869,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,2.25,2.0,
870,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,4.0,0.2,
871,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,4.0,1.1,
872,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.1,4.0,2.0,
873,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,0.5,0.2,
874,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,0.5,1.1,
875,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,0.5,2.0,
876,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,2.25,0.2,
877,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,2.25,1.1,
878,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,2.25,2.0,
879,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,4.0,0.2,
880,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,4.0,1.1,
881,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.5,4.0,2.0,
882,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,0.5,0.2,
883,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,0.5,1.1,
884,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,0.5,2.0,
885,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,2.25,0.2,
886,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,2.25,1.1,
887,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,2.25,2.0,
888,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,4.0,0.2,
889,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,4.0,1.1,
890,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.8,0.95,0.9,4.0,2.0,
891,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,0.5,0.2,
892,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,0.5,1.1,
893,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,0.5,2.0,
894,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,2.25,0.2,
895,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,2.25,1.1,
896,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,2.25,2.0,
897,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,4.0,0.2,
898,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,4.0,1.1,
899,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.1,4.0,2.0,
900,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,0.5,0.2,
901,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,0.5,1.1,
902,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,0.5,2.0,
903,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,2.25,0.2,
904,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,2.25,1.1,
905,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,2.25,2.0,
906,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,4.0,0.2,
907,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,4.0,1.1,
908,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.5,4.0,2.0,
909,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,0.5,0.2,
910,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,0.5,1.1,
911,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,0.5,2.0,
912,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,2.25,0.2,
913,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,2.25,1.1,
914,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,2.25,2.0,
915,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,4.0,0.2,
916,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,4.0,1.1,
917,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.2,0.9,4.0,2.0,
918,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,0.5,0.2,
919,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,0.5,1.1,
920,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,0.5,2.0,
921,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,2.25,0.2,
922,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,2.25,1.1,
923,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,2.25,2.0,
924,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,4.0,0.2,
925,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,4.0,1.1,
926,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.1,4.0,2.0,
927,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,0.5,0.2,
928,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,0.5,1.1,
929,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,0.5,2.0,
930,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,2.25,0.2,
931,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,2.25,1.1,
932,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,2.25,2.0,
933,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,4.0,0.2,
934,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,4.0,1.1,
935,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.5,4.0,2.0,
936,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,0.5,0.2,
937,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,0.5,1.1,
938,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,0.5,2.0,
939,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,2.25,0.2,
940,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,2.25,1.1,
941,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,2.25,2.0,
942,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,4.0,0.2,
943,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,4.0,1.1,
944,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.575,0.9,4.0,2.0,
945,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,0.5,0.2,
946,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,0.5,1.1,
947,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,0.5,2.0,
948,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,2.25,0.2,
949,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,2.25,1.1,
950,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,2.25,2.0,
951,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,4.0,0.2,
952,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,4.0,1.1,
953,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.1,4.0,2.0,
954,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,0.5,0.2,
955,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,0.5,1.1,
956,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,0.5,2.0,
957,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,2.25,0.2,
958,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,2.25,1.1,
959,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,2.25,2.0,
960,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,4.0,0.2,
961,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,4.0,1.1,
962,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.5,4.0,2.0,
963,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,0.5,0.2,
964,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,0.5,1.1,
965,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,0.5,2.0,
966,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,2.25,0.2,
967,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,2.25,1.1,
968,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,2.25,2.0,
969,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,4.0,0.2,
970,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,4.0,1.1,
971,10.0,150.0,1024.0,32.0,0.5,4.0,0.6,0.9,0.95,0.9,4.0,2.0,
972,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,0.5,0.2,
973,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,0.5,1.1,
974,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,0.5,2.0,
975,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,2.25,0.2,
976,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,2.25,1.1,
977,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,2.25,2.0,
978,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,4.0,0.2,
979,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,4.0,1.1,
980,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.1,4.0,2.0,
981,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,0.5,0.2,
982,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,0.5,1.1,
983,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,0.5,2.0,
984,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,2.25,0.2,
985,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,2.25,1.1,
986,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,2.25,2.0,
987,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,4.0,0.2,
988,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,4.0,1.1,
989,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.5,4.0,2.0,
990,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,0.5,0.2,
991,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,0.5,1.1,
992,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,0.5,2.0,
993,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,2.25,0.2,
994,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,2.25,1.1,
995,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,2.25,2.0,
996,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,4.0,0.2,
997,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,4.0,1.1,
998,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.2,0.9,4.0,2.0,
999,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,0.5,0.2,
1000,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,0.5,1.1,
1001,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,0.5,2.0,
1002,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,2.25,0.2,
1003,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,2.25,1.1,
1004,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,2.25,2.0,
1005,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,4.0,0.2,
1006,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,4.0,1.1,
1007,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.1,4.0,2.0,
1008,10.0,150.0,1024.0,32.0,1.25,1.0,0.4,0.8,0.575,0.5,0.5,0.2,
